id,bid,user_id,用户昵称,微博正文,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4497024138872789,IEI2xBedv,1742765371,整牙韩嬿医生,洗洗睡吧，特殊时期有黑眼圈就说不清了#罗志祥回应##吃瓜耽误了你哪些事#,,,"罗志祥回应,吃瓜耽误了你哪些事",0,1,4,2020-04-23 23:59,iPhone 8 Plus,"['http://ww4.sinaimg.cn/large/67e07d3bgy1ge456rxxrej20u011igp1.jpg', 'http://ww3.sinaimg.cn/large/67e07d3bgy1ge456siukxj20u011idi1.jpg', 'http://ww4.sinaimg.cn/large/67e07d3bgy1ge456rgxo6j20tg10sjts.jpg']",,
4497024126494437,IEI2wrfuZ,3688003901,吃货不吃了zzz,通道在这里→O网页链接#421页pdf#最近的内容太多了，一大早起来吃的瓜#罗志祥回应#一起来吃瓜O绿洲,,,"421页pdf,罗志祥回应",0,0,0,2020-04-23 23:59,微博 weibo.com,,,
4497024089136620,IEI2sCkQQ,2728011814,紫情可待天,罗志祥的回应，体现出了公关团队的水平，简简单单几句话，既从感情上认了对方，又不直接表明自己行为渣，同时还告诉广大吃瓜群众：散了吧，与你们无关！罗志祥用实际行动像我们证明多读书，善用文字的好处，毕竟今天是世界阅读日，罗老师亲自来教学！,,,,0,0,2,2020-04-23 23:59,OPPO R15 梦镜版,['http://ww3.sinaimg.cn/large/a29a2826gy1ge456yqy6xj20u011kgph.jpg'],,
4497024068466327,IEI2qzwtF,2460342127,庄林玉书,#罗志祥回应#,,,罗志祥回应,0,0,0,2020-04-23 23:59,iPhone客户端,"['http://ww3.sinaimg.cn/large/92a5d76fly1ge456wkb9gj20gq0cf0vd.jpg', 'http://ww2.sinaimg.cn/large/92a5d76fly1ge456woqxwj20k00f876k.jpg', 'http://ww2.sinaimg.cn/large/92a5d76fly1ge456wscccg207b059n6w.jpg', 'http://ww3.sinaimg.cn/large/92a5d76fly1ge456x57qog20bj05ye81.jpg']",,
4497024068316425,IEI2qyTtT,5289868515,天才小芒果ss,#罗志祥回应#所以你们有做好时间管理吗,,,罗志祥回应,0,2,0,2020-04-23 23:59,iPhone客户端,,,
4497024034608815,IEI2njkXJ,1739718687,liuhong1123,#罗志祥回应#2看过来→_→这里O网页链接感觉没有什么比野画集44话～#BL动漫#~月下狼嚎～重生大神官~赤色领域~冬天来临~我的秀赫~血缘纽带~皇家执事~日食这些还好看的O绿洲,,,"罗志祥回应,BL动漫",0,0,0,2020-04-23 23:59,微博 weibo.com,,,
4497023979754068,IEI2hEVtG,5515964059,少量摄糖爱睡觉,以前也会觉得这个行业很光鲜吧后来吃🍉多了就慢慢发现水很深今天吃了一天421的瓜非常心疼周扬青女孩宝贵的青春呀唉理性吃瓜叭还没有吃到的姐妹快来集合有姐妹一上来问要不要💰买421文件我怒了！分享瓜花啥💰呀真的是！！！（马赛克是因为不马会被屏蔽）#421事件##罗志祥回应##罗志祥周扬青分手#,,,"421事件,罗志祥回应,罗志祥周扬青分手",0,6,7,2020-04-23 23:58,iPhone客户端,"['http://ww2.sinaimg.cn/large/0061iqefgy1ge456j9vulj30u01hcwjj.jpg', 'http://ww1.sinaimg.cn/large/0061iqefgy1ge456jwhk2j30tz16a7a7.jpg']",,
4497023966990466,IEI2gtkxs,3688003901,吃货不吃了zzz,通道在这里→O网页链接#421页pdf#最近的内容太多了，一大早起来吃的瓜#罗志祥回应#一起来吃瓜O绿洲,,,"421页pdf,罗志祥回应",0,0,0,2020-04-23 23:58,微博 weibo.com,,,
4497023959290449,IEI2fCYRX,2765809567,星星小仙女er,#美食治愈系#得不到的回应就适可而止走不进的世界就掉头离开要替别人着想但为自己而活#罗志祥回应##罗志祥周扬青分手#,,,"美食治愈系,罗志祥回应,罗志祥周扬青分手",0,4,7,2020-04-23 23:58,iPhone 11,['http://ww2.sinaimg.cn/large/a4dae79fgy1ge456fb9flj20n00mo78a.jpg'],,
4497023954350203,IEI2fifGz,2722860357,十月廿一的日志,我有一个阴谋论...周扬青是网红吧……主要在天猫卖衣服？天猫大佬婚外情的事就这么没了？嗯？#罗志祥回应#,,,罗志祥回应,0,0,0,2020-04-23 23:58,iPhone客户端,,,
4497023887902542,IEI28x9Om,6027058835,小呀么小叮珰,今天掉到西瓜地里了#罗志祥回应#,,,罗志祥回应,0,0,1,2020-04-23 23:58,OPPO A11,,,
4497023875550479,IEI27nhVR,6014266776,不好吃的荷包蛋,#罗志祥回应#反应慢的才发现罗志祥也是台湾四大雕王之一啊，其它三个炎亚纶何润东祝钒刚，翻车三个呢,,,罗志祥回应,0,0,4,2020-04-23 23:58,微博国际版,,,
4497023736968296,IEI1TteLS,2097195283,窝特儿Brother,#罗志祥周扬青分手##罗志祥回应##罗志祥手机#现在不得不感叹，周星驰真的是喜剧大师，罗志祥扮演的肾虚公子，还有周星驰为什么让罗志祥扮演章鱼，说明他真的不止一条腿艺术真的是来源于生活啊,,,"罗志祥周扬青分手,罗志祥回应,罗志祥手机",0,0,16,2020-04-23 23:57,iPhone X,"['http://ww2.sinaimg.cn/large/7d00a913ly1ge455hoopuj20dw098ab2.jpg', 'http://ww1.sinaimg.cn/large/7d00a913ly1ge455hviubj203u05haa9.jpg', 'http://ww3.sinaimg.cn/large/7d00a913ly1ge455i3jmxj20hs0bu0tu.jpg']",,
4497023644003609,IEI1KgNwl,7309099246,温婉居家的坚果妈,#罗志祥回应#今天的瓜，或许一早就有些许苗头！希望两人最后不会撕得不可开交吧！,,,罗志祥回应,0,1,1,2020-04-23 23:57,兔牙Android,,,
4497023514786835,IEI1xk5h1,1245595042,徐小佳Super佳,#罗志祥回应#做明星好不易，分个手都要给大家一个交待。吃瓜群众太多，关你们啥事呢？女主又何必要让大家都知道自己做了九年的傻子呢,,,罗志祥回应,0,9,18,2020-04-23 23:56,iPhone X,,,
4497023463659187,IEI1sflV9,5238908606,殇晶宝贝团w,拜托不要把马蓉和罗志祥放一起比，马蓉比罗志祥高尚多了！好歹人家只是出轨了一个人，人家好歹知道被绿了谁，哪里像罗志祥这种公交车，都不知道被绿的是谁拜托不早说马蓉和罗志祥是一类人。罗志祥不配，别恶心马蓉了。不接受反驳#罗志祥回应##罗志祥周扬青分手##罗志祥多人运动##马蓉评论周扬青罗志祥分手#,,,"罗志祥回应,罗志祥周扬青分手,罗志祥多人运动,马蓉评论周扬青罗志祥分手",0,0,0,2020-04-23 23:56,小米8周年旗舰手机,,,
4497023435206123,IEI1plQlJ,5688150092,卡霓造型bobo,#成都整形烫##时尚穿搭##罗志祥回应#,,,"成都整形烫,时尚穿搭,罗志祥回应",0,0,1,2020-04-23 23:56,荣耀20,['http://ww4.sinaimg.cn/large/006cWTGkgy1ge453o6ihyj30u00u042j.jpg'],,
4497023359331407,IEI1hD9wz,7301396792,L码KK,#罗志祥回应##情感语录#世界上有2种男人出轨的男人和出轨被发现的男人,,,"罗志祥回应,情感语录",1,3,6,2020-04-23 23:56,iPhone 11 Pro,"['http://ww1.sinaimg.cn/large/007Y7UQogy1ge453eikndj30rx0fnt9g.jpg', 'http://ww4.sinaimg.cn/large/007Y7UQogy1ge453exarcj30rp0fedgr.jpg', 'http://ww2.sinaimg.cn/large/007Y7UQogy1ge453f8h6dj30o00g0di0.jpg']",,
4497023347188935,IEI1guaaz,1214199295,黄胜友,#罗志祥回应#流氓艺人？,,,罗志祥回应,0,1,1,2020-04-23 23:56,,,,
4497023308578010,IEI1czZx0,1630435302,陈信宏爱吃米,#罗志祥周扬青分手##罗志祥回应#竟然还有这么多人没有那几百页的“爆料”么………需要的评论哈，无偿分享～一起吃瓜才是真的吃瓜,,,"罗志祥周扬青分手,罗志祥回应",0,11,13,2020-04-23 23:56,iPhone客户端,"['http://ww2.sinaimg.cn/large/612e77e6ly1ge453ojggqj20jz0jzmxf.jpg', 'http://ww1.sinaimg.cn/large/612e77e6ly1ge453opz87j20jz0jzq3b.jpg', 'http://ww4.sinaimg.cn/large/612e77e6ly1ge453odsx3j20jz0jzwey.jpg', 'http://ww2.sinaimg.cn/large/612e77e6ly1ge453oz4njj20jz0jzmxl.jpg', 'http://ww3.sinaimg.cn/large/612e77e6ly1ge453p43dzj20jz0jzmxm.jpg', 'http://ww3.sinaimg.cn/large/612e77e6ly1ge453p9ebfj20jz0jz3z0.jpg', 'http://ww4.sinaimg.cn/large/612e77e6ly1ge453pgk4wj20jz0jzwet.jpg', 'http://ww4.sinaimg.cn/large/612e77e6ly1ge453podnpj20jz0jzt98.jpg', 'http://ww3.sinaimg.cn/large/612e77e6ly1ge453ptoe5j20u00u0myx.jpg']",,
4497023224582341,IEI14je4J,1558429511,白日梦想岛主,#罗志祥周扬青分手##罗志祥回应#哈哈哈哈哈哈这家app我pick了！骚的暗搓搓的,,,"罗志祥周扬青分手,罗志祥回应",0,0,2,2020-04-23 23:55,iPhone客户端,['http://ww3.sinaimg.cn/large/5ce3bf47ly1ge452saytoj20yi22oe87.jpg'],,
4497023145247014,IEI0Wm0Zg,2165498960,鱼七耳,我要是有罗志祥那么会管理时间，充分利用夜里的时间，估计…少说也能考个博士了。要不咋人家是idol呢，我啥也不是，一到点儿就得睡，说啥也不好使。。。罗志祥还真是个平平无奇的时间管理小天才……#罗志祥回应##本人黑眼圈声明#,,,"罗志祥回应,本人黑眼圈声明",0,1,5,2020-04-23 23:55,nova4自拍极点全面屏,,,
4497023141028533,IEI0W4jzf,3303092460,温温很爱吃,421大瓜秒回！！不止罗志祥大瓜大瓜快来吃集美们大家一起理性吃瓜嘿嘿吃太撑了消化一下还有没有要看的吗大家一起分享#罗志祥周扬青分手##罗志祥回应#私我无偿分享L温温很爱吃的微博视频,,,"罗志祥周扬青分手,罗志祥回应",1,20,15,2020-04-23 23:55,iPhone客户端,,"http://f.video.weibocdn.com/0014Lbbxgx07CJndbJmf010412001yC80E010.mp4?label=mp4_ld&template=360x768.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1587751611&ssig=M3Vsi30GJ0&KID=unistore,video",
4497023090712762,IEI0R2Zqa,5654017534,景儿甜心,拿走不谢#罗志祥回应#,,,罗志祥回应,0,0,1,2020-04-23 23:55,景儿的iPhone XS Max(金色),['http://ww4.sinaimg.cn/large/006aDGfcly1ge452cy35sj30u011s101.jpg'],,
4497023065868086,IEI0OoCyy,3688003901,吃货不吃了zzz,通道在这里→O网页链接#421页pdf#最近的内容太多了，一大早起来吃的瓜#罗志祥回应#一起来吃瓜O绿洲,,,"421页pdf,罗志祥回应",0,0,0,2020-04-23 23:55,微博 weibo.com,,,
4497022999012428,IEI0HBOxK,6230263835,每天都要小鱼干儿,从罗志祥事件可以看出：首先，网络流量所代表的“民意”永远是悬在这些明星头顶上的达摩克利斯之剑，能让他们万众瞩目，也能让他们跌入深渊。其次，公众关注度就是一种社会资源，现在明星发声先来一句“不想占社会资源”，虽然听着尴尬，但确实是事实。例如今天，若不是这对情侣分手，社会关注点应该在河北别墅拆迁上。对于社会进步来说，显然后者更为重要。#罗志祥回应#,,,罗志祥回应,0,2,12,2020-04-23 23:54,鱼厂Android,,,
4497022847057298,IEI0stBVo,5624074660,cat猫猫猫猫奴,昨天晚上吃的，和今天晚上吃的，哈哈哈哈哈#罗志祥回应##本人黑眼圈声明#宵夜真的太巴适了,南充·仪陇县,,"罗志祥回应,本人黑眼圈声明",0,2,4,2020-04-23 23:54,iPhone客户端,"['http://ww1.sinaimg.cn/large/0068C2JCgy1ge450ejoc6j30u0140wof.jpg', 'http://ww2.sinaimg.cn/large/0068C2JCgy1ge450f3rg5j30u0140k27.jpg', 'http://ww2.sinaimg.cn/large/0068C2JCgy1ge450dyr5aj30u01407ee.jpg', 'http://ww3.sinaimg.cn/large/0068C2JCgy1ge450ksv1oj30k00zkgq8.jpg', 'http://ww3.sinaimg.cn/large/0068C2JCgy1ge450t7843j30u01407fd.jpg', 'http://ww2.sinaimg.cn/large/0068C2JCgy1ge450uvp69j30k00zkaf0.jpg']",,
4497022830897874,IEI0r3LzQ,5749546529,娱乐慈,黄磊八卦罗志祥个人隐私你有老婆吗罗志祥说出了实情！#罗志祥回应##罗志祥周扬青分手#L娱乐慈的微博视频,,,"罗志祥回应,罗志祥周扬青分手",0,0,6,2020-04-23 23:54,微博云剪,,"http://f.video.weibocdn.com/PN1kiG1Glx07CJn81FaM010412002G8n0E010.mp4?label=mp4_ld&template=360x636.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1587751611&ssig=0OK6RPxo%2Bc&KID=unistore,video",
4497022738932200,IEI0hBtFK,6090357292,DL伦家的小西,#罗志祥回应#吃了一天的瓜，不想发表任何意见！只想说一句贵圈真乱，真tm脏！毁三观！#罗志祥周扬青分手#,,,"罗志祥回应,罗志祥周扬青分手",0,1,3,2020-04-23 23:53,iPhone客户端,,,
4497022675110661,IEI0blrw1,6331994536,喝点矿泉水呐,#罗志祥回应#这个回应感觉就是实话他无力辩解的意思喽，多人运动？真的ex,,,罗志祥回应,0,0,1,2020-04-23 23:53,小鹿鹿送的Android,['http://ww1.sinaimg.cn/large/006Uwp28ly1ge4515c7o4j303702yglg.jpg'],,
4497386224883670,IERsykusS,3639944870,我叫蔡徐珅,罗志祥@羅志祥你渣你的，但我只爱看你搞笑啊#罗志祥回应##罗志祥周扬青分手#,,羅志祥,"罗志祥回应,罗志祥周扬青分手",0,0,0,2020-04-24 23:58,iPhone客户端,,,
4497386045195882,IERsglNGy,1930210223,啊祖__最后的一个暑假呢,我的天啊吃瓜了#罗志祥回应#三观碎裂我的天！！这个瓜真的刷新我认知😢😢去年发的#421页pdf链接#原来是真的，我居然没看完还有其他的瓜搬好小板凳集美们，一起吃瓜啊，一大早周和罗的大瓜真的颠覆了我的三观了，罗志祥回应只说“不后悔”却不否认渣男行为只能说：拜拜了罗志祥#罗志祥周扬青分L用户1587297437187的秒拍视频,,,罗志祥回应,0,0,0,2020-04-24 23:57,微博 weibo.com,,"http://miaopai.video.weibocdn.com/vjH38kISlx07CKH0f6xG010412000DY70E013.mp4?label=mp4_ld&template=360x640.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587751623&ssig=SYiVZe9EDi&KID=unistore,video",
4497385314941024,IERr5kJnW,1057786820,特别爱纠结的水水爱水,#罗志祥周扬青分手##罗志祥回应#真的，没想到真的有脑残粉！可怕,上海,,"罗志祥周扬青分手,罗志祥回应",0,2,0,2020-04-24 23:54,HUAWEI P30 Pro,['http://ww3.sinaimg.cn/large/3f0c8bc4gy1ge5aob03ytj20u07jde82.jpg'],,
4497385176909233,IERqRsZpf,6468170895,y晓帅阿,今早的瓜吃的我一脸震惊了！！！#罗志祥周扬青分手#姐妹刚发给我简直就是大型吃瓜现场我得缓缓#渣男##罗志祥回应#还有姐妹不知道的嘛扣666康pin论无偿分享给你呀,,,"罗志祥周扬青分手,渣男,罗志祥回应",2,2,2,2020-04-24 23:54,iPhone 11 Pro Max,['http://ww4.sinaimg.cn/large/0073JMJ1ly1ge5anxrdedj30yi1pbal1.jpg'],,
4497385160047625,IERqQ0co9,6882901465,就爱种口红,《罗志祥回应与周扬青分手，避重就轻污历史被扒，恐将面临封杀》O罗志祥回应与周扬青分手，避重就轻污历史被扒，恐将面临封杀,,,,0,0,0,2020-04-24 23:54,皮皮时光机,,,
4497384409519921,IERpCDWz7,5645756008,价值投资日志,现在的诈骗短信都与时俱进的蹭罗志祥的热度了有网友收到冒充罗志祥的诈骗短信，称自己因女友控诉，导致自己银行遭冻结，没钱回家，需要2万块钱，如果有人愿意帮他，承诺下次多人运动一定带上他。提醒这是虚假信息，罗志祥没有被起诉。还有，他比绝大多数人都有钱！#罗志祥道歉##罗志祥周扬青分手##罗志祥回应#,,,"罗志祥道歉,罗志祥周扬青分手,罗志祥回应",1,6,23,2020-04-24 23:51,iPhone X,"['http://ww4.sinaimg.cn/large/006a512Mly1ge5au1nfhjj30hs0fo17m.jpg', 'http://ww2.sinaimg.cn/large/006a512Mly1ge5au1wx5fj30n01du7h0.jpg']",,
4497384103469447,IERp8eyyP,5996152607,星辰5996152607,爱一个人九年到最后的分开，这感觉只有爱过的人才体验得到吧#罗志祥周扬青分手##郑爽#L星辰5996152607的微博视频,广州,,"罗志祥周扬青分手,郑爽",0,0,1,2020-04-24 23:49,华为手机 畅享玩不停,,"http://f.video.weibocdn.com/001FxsoUgx07CKXIliNy010412000mSI0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1587751623&ssig=kgJwl07GlH&KID=unistore,video",
4497384069478310,IERp4DLJY,5644671119,菓儿_,姐妹们一起吃瓜吗#罗志祥道歉##罗志祥周扬青分手##罗志祥回应##屈楚萧黎梵##屈楚萧否认恋情#,,,"罗志祥道歉,罗志祥周扬青分手,罗志祥回应,屈楚萧 黎梵,屈楚萧否认恋情",0,29,13,2020-04-24 23:49,,['http://ww1.sinaimg.cn/large/006a0sOzly1ge5ajcsvoyj30u00v9myo.jpg'],,
4497383306553004,IERnQruJC,7244306076,娱乐姜小鱼,发布了头条文章：《罗志祥回应“黑料”避重就轻引，不解释。网友：词穷，无力反驳吧》O罗志祥回应“黑料”避重就轻引，不解释。网友：词穷，无力反驳吧,,,,0,0,0,2020-04-24 23:46,微博 weibo.com,,,
4497383045569797,IERnqnmXr,5206865114,营养师薛艳虹,421真的太长了，要怎么能看完呀#罗志祥周扬青分手##罗志祥回应##421事件#L营养师薛艳虹的微博视频,沈阳,,"罗志祥周扬青分手,罗志祥回应,421事件",0,8,10,2020-04-24 23:45,vivo智能手机,,"http://f.video.weibocdn.com/x6a062hXlx07CKXqtgwM010412000yBy0E010.mp4?label=mp4_ld&template=360x760.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1587751623&ssig=Y3WxHbryqY&KID=unistore,video",
4497382752500754,IERmXauyK,3340588230,SiLvEsB,#罗志祥周扬青分手##罗志祥##罗志祥回应##吃瓜#还有哪个姐妹没有421我不允许！！找我我们一起吃瓜🍉！！我把v放这：Siiiha77可能通过有点慢各位美女谅解一下！！,,,"罗志祥周扬青分手,罗志祥,罗志祥回应,吃瓜",0,1,3,2020-04-24 23:44,iPhone客户端,"['http://ww3.sinaimg.cn/large/c71d54c6gy1ge5ac0mkm7j20ku112ad4.jpg', 'http://ww4.sinaimg.cn/large/c71d54c6gy1ge5ac044udj20ku112q4f.jpg']",,
4497381967787714,IERlGwFWi,5305908320,一头爱睡觉的青猪,#屈楚萧黎梵##罗志祥周扬青分手##罗志祥回应#简直毁三观防火防盗防渣男找个好人都难更别说找对象了🙅,成都,,"屈楚萧 黎梵,罗志祥周扬青分手,罗志祥回应",0,0,11,2020-04-24 23:41,iPhone客户端,['http://ww3.sinaimg.cn/large/005N538sgy1ge5aaf6tsuj30e90gs0u1.jpg'],,
4497381624406797,IERl8iupn,6148203342,搞笑电影排行榜前十名,罗志祥周扬青疑似闹矛盾，经纪人曾经的回应亮了#色痞diss周扬青##罗志祥道歉#L搞笑电影排行榜前十名的微博视频,,,"色痞diss周扬青,罗志祥道歉",0,0,0,2020-04-24 23:39,微博云剪,,"http://f.video.weibocdn.com/3UVArYDilx07CKX2muYg010412008Gsn0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587751623&ssig=xNO8Hm2PUT&KID=unistore,video",
4497381497912358,IERkVxcmG,5666427061,yu巷子里的人,#罗志祥回应#虽然这是艺人的私生活，歌迷关注作品就好了，但连人都没做好，怎么能当别人的偶像,大同,,罗志祥回应,0,0,0,2020-04-24 23:39,前置双摄vivo X9s,,,
4497379379813091,IERhvFaPF,6831245172,不好看睡不着,#罗志祥回应##本人黑眼圈声明#【罗志祥经典电臀30s】看来多运动的效果很明显啊~L不好看睡不着的微博视频,,,"罗志祥回应,本人黑眼圈声明",0,0,0,2020-04-24 23:31,微博网页,,"http://f.video.weibocdn.com/Nmz8bqVelx07CKVqjvle010412003Rks0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587751623&ssig=1nGszFhjc0&KID=unistore,video",
4497379153719192,IERh9fBwY,1930210223,啊祖__最后的一个暑假呢,我的天啊吃瓜了#罗志祥回应#三观碎裂我的天！！这个瓜真的刷新我认知😢😢去年发的#421页pdf链接#原来是真的，我居然没看完还有其他的瓜搬好小板凳集美们，一起吃瓜啊，一大早周和罗的大瓜真的颠覆了我的三观了，罗志祥回应只说“不后悔”却不否认渣男行为只能说：拜拜了罗志祥#罗志祥周扬青分L用户1587297437187的秒拍视频,,,罗志祥回应,0,0,0,2020-04-24 23:30,微博 weibo.com,,"http://miaopai.video.weibocdn.com/vjH38kISlx07CKH0f6xG010412000DY70E013.mp4?label=mp4_ld&template=360x640.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587751623&ssig=SYiVZe9EDi&KID=unistore,video",
4497379129011129,IERh6BOcN,2464415082,中時電子報新影視頻道,【「渣夫」4年前買春重創演藝事業！妻子流產後回應「原諒他了」】O网页链接#周扬青#斷開罗志祥，還公布對方渣男行靚，其實在南韓演藝圈，也不時傳出類似的渣男行徑，像是南韓演員严泰雄，他在2016年就發生性侵情色按摩店員工事件，他在接受警方調查時，更被發現還有非法性交易，重創演藝事業。,,,周扬青,0,0,3,2020-04-24 23:30,微博 weibo.com,['http://ww1.sinaimg.cn/large/92e3fd6agy1ge59be5yx1j20p00d6ab5.jpg'],,
4497378872696948,IERgHbjBa,2283815234,566LJY,#421页pdf链接#吃瓜上头！我的三观碎一地啊！夏天到了瓜棚的生意爆火了！！贵圈真乱呀#罗志祥周扬青分手##罗志祥回应#这个瓜简直刷新我认知额一大早惊呆啦。去年发的421竟然是真的，我都还没有看完还有其他的瓜搬好小板凳集美们，一起吃瓜吧又一次刷新认知了分享视频L凯利通阮姗的微博视频,,,"罗志祥周扬青分手,罗志祥回应",0,0,0,2020-04-24 23:29,微博 weibo.com,,"http://f.video.weibocdn.com/003AKlJAgx07CJQnd4yX010412000DbC0E010.mp4?label=mp4_ld&template=360x624.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1587751623&ssig=n%2F8aIWj85Z&KID=unistore,video",
4497022562478990,IEI00aoTI,3995719130,Ka是鲸鱼,这个赞一千多万渣的明明白白啊所以女生肯定要查手机啊#罗志祥回应#,,,罗志祥回应,0,0,3,2020-04-23 23:53,三星android智能手机,['http://ww4.sinaimg.cn/large/ee29d5dagy1ge44yid76yj20u00u0juz.jpg'],,
4497022557886709,IEHZZx5GZ,3688003901,吃货不吃了zzz,通道在这里→O网页链接#421页pdf#最近的内容太多了，一大早起来吃的瓜#罗志祥回应#一起来吃瓜O绿洲,,,"421页pdf,罗志祥回应",0,0,0,2020-04-23 23:53,微博 weibo.com,,,
4497022541422757,IEHZY5Y7H,5573999423,何某不穿毛裤,罗志祥不罗志祥我不关心，我想知道总裁的小奕，和她肚子里的天猫旗舰店这个瓜啥时候能吃完。资本的力量真是......#罗志祥回应#,,,罗志祥回应,0,0,2,2020-04-23 23:53,iPhone客户端,['http://ww2.sinaimg.cn/large/0065dVSvgy1ge4506mw6cj30k00jz3zw.jpg'],,
4497022474512973,IEHZRiW1T,1739718687,liuhong1123,#罗志祥回应#2看过来→_→这里O网页链接感觉没有什么比野画集44话～#BL动漫#~月下狼嚎～重生大神官~赤色领域~冬天来临~我的秀赫~血缘纽带~皇家执事~日食这些还好看的O绿洲,,,"罗志祥回应,BL动漫",0,0,0,2020-04-23 23:52,微博 weibo.com,,,
4497022382039349,IEHZI8ywJ,5470007666,宅家长蘑菇的阿虞虞,#罗志祥回应#大家不要吃瓜了学学人家的时间管理早就考上清华了！,,,罗志祥回应,0,0,1,2020-04-23 23:52,,,,
4497022340495990,IEHZE251Q,6165074865,兰州全媒体,罗志祥:我也想低调啊，可实力不允许啊！#罗志祥周扬青分手##罗志祥回应#viaL影评剧透的微博视频,,,"罗志祥周扬青分手,罗志祥回应",17,45,179,2020-04-23 23:52,OPPO Find X,,"http://f.video.weibocdn.com/Owv8EyH5lx07CJ5Xmpmw010412005hnD0E010.mp4?label=mp4_ld&template=636x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587751719&ssig=J9oRj3n9BP&KID=unistore,video",
4497022323183118,IEHZCdm4C,2631203743,rose-taggue,终于看完了娱乐圈的瓜。果然这水不是一般的深，想要一起吃瓜的si我发你，做个吃瓜姐妹#罗志祥回应#,东莞,,罗志祥回应,0,11,5,2020-04-23 23:52,OPPO超视野全面屏R15,"['http://ww2.sinaimg.cn/large/9cd4fb9fgy1ge44ywitumj20qo0dqtao.jpg', 'http://ww1.sinaimg.cn/large/9cd4fb9fgy1ge44yx3h9rj20u01rc449.jpg', 'http://ww3.sinaimg.cn/large/9cd4fb9fgy1ge44yxl9m0j20u01rc78r.jpg']",,
4497022319072808,IEHZBC4fC,1807725835,快乐的朱大琦,感觉明天还会有更大的瓜🍉#罗志祥回应#,,,罗志祥回应,0,0,0,2020-04-23 23:52,iPhone 7 Plus,,,
4497022293688006,IEHZzftpY,1780807337,小冰师姐,#罗志祥回应#罗志祥渣男本质明显得不能再明显了，看看《极限挑战》他和迪丽热巴的cp感，不要太强！不要和我说你眼盲看不出来,,,罗志祥回应,0,11,72,2020-04-23 23:52,iPhone客户端,,,
4497022151468248,IEHZl69Xq,5945419077,Okey军军,#罗志祥回应##罗志祥周扬青分手# 理性吃瓜理性吃瓜信息量太大我得缓缓还有没看的姐妹吗分享给你们,,,"罗志祥回应,罗志祥周扬青分手",0,8,11,2020-04-23 23:51,OPPO A11x,"['http://ww1.sinaimg.cn/large/006umn65ly1ge44w9qrv4j30zk17b7ab.jpg', 'http://ww2.sinaimg.cn/large/006umn65ly1ge44wa18qzj30k018ggsd.jpg', 'http://ww2.sinaimg.cn/large/006umn65ly1ge44wacn16j30k018gjw5.jpg']",,
4497022042364727,IEHZa9VaL,5890664435,是冰冰呢呀,我就想问这个瓜你们吃了吗#罗志祥回应##罗志祥周扬青分手##421页明星八卦pdf#快来找我免费给,,,"罗志祥回应,罗志祥周扬青分手,421页明星八卦pdf",1,72,9,2020-04-23 23:51,iPhone客户端,['http://ww1.sinaimg.cn/large/006qECUHly1ge44ygjy88j30yi137zvx.jpg'],,
4497022017397194,IEHZ7v2lA,3209048715,A-Lin十二,聪明的男人都删聊天记录了而聪明的女人已经在努力挣钱，不要你了[奸笑]#罗志祥回应##罗志祥周扬青分手#,,,"罗志祥回应,罗志祥周扬青分手",1,0,1,2020-04-23 23:51,iPhone客户端,['http://ww2.sinaimg.cn/large/bf46328bgy1ge44yd2pxkj20u010cgn7.jpg'],,
4497022012644355,IEHZ7b5UT,6421122504,搞笑万事屋,#罗志祥回应#《极限挑战》这段真的太值得细品了哈哈哈哈哈哈哈哈哈哈，罗志祥真的神预言！一边谈着恋爱一边说着没有女友L极限挑战-罗志祥的预言,,,罗志祥回应,1,1,23,2020-04-23 23:51,YOUKU精选视频,,http://type=feedvideo&objectid=1007002:4497022019895299&keys=4497022022320372&cover_img=https://vthumb.ykimg.com/054101015EA19DA91B4D079A4B9A7231&card_height=231&card_width=412&play_count=12336&short_url=http://t.cn/A6wBN0UE&encode_mode=&bitrate=277&biz_id=231193&current_mid=0&key=tblog_card&title=极限挑战-罗志祥的预言&full_url=https://v.youku.com/v_show/id_XNDY0NTIyMDgzMg==.html&object_id=1007002:4497022019895299&video_src=https://api.youku.com/videos/player/file?data=WcEl5oEuWdTBOVEl5TURnek1nPT18MHwwfDEwMDUwfDAO0O0O,
